sgRNA	Gene	Control	Vehicle	T8
ID_53107	TXNDC2	0	0	3
ID_43009	LIMS2	0	0	1
ID_48961	DHX58	0	0	3
ID_16118	RGS13	0	0	3
ID_30419	PKP3	0	0	2
ID_39854	GDAP1	0	0	2
ID_72207	FAM174B	0	0	1
ID_62930	AMOTL1	0	0	2
ID_22534	DCHS1	0	0	3
ID_38750	ANAPC5	0	0	1
ID_43378	TXLNG	0	0	3
ID_3127	CHD2	0	0	1
ID_51661	STMN4	0	0	1
ID_58400	FGD4	0	0	2
ID_33816	TPSG1	0	0	1
ID_26934	ATP9A	0	0	1
ID_13463	PCSK2	0	0	1
ID_72618	OR5K4	0	0	1
ID_47018	SMAP1	0	0	2
ID_5713	EPRS	0	0	1
ID_49274	FAM65A	0	0	1
ID_13512	PDE3B	0	0	2
ID_40945	CDKAL1	0	0	1
ID_39396	MSRB1	0	0	3
ID_49227	HAUS3	0	0	1
ID_50148	PDZD3	0	0	2
ID_40493	ZNF853	0	0	1
ID_58466	ANKRD9	0	0	5
ID_25632	KIAA0391	0	0	1
ID_70947	SBK1	0	0	1
ID_30856	TFEC	0	0	3
ID_68346	ZNF707	0	0	2
ID_17474	SLC2A5	0	0	1
ID_40789	GDPD2	0	0	4
ID_12488	NF2	0	0	2
ID_26244	PJA2	0	0	2
ID_60851	SELM	0	0	1
ID_35453	SIGLEC7	0	0	2
ID_53174	TRAF7	0	0	6
ID_42367	NIPSNAP3B	0	0	1
ID_26456	ZBTB5	0	0	1
ID_3226	CHRNA3	0	0	2
ID_1171	ARL3	0	0	1
ID_25960	MATR3	0	0	2
ID_52834	SLC10A7	0	0	2
ID_14440	POU2AF1	0	0	2
ID_16274	RPGR	0	0	2
ID_35106	TIMM13	0	0	1
ID_43068	RADIL	0	0	2
ID_69152	AGBL3	0	0	1
ID_20001	NR1H2	0	0	1
ID_72122	CASC10	0	0	2
ID_19677	TTC1	0	0	1
ID_3202	LYST	0	0	1
ID_37269	ATP6V0A4	0	0	3
ID_21371	ZNF239	0	0	2
ID_63676	DENND2C	0	0	1
ID_26545	HS3ST4	0	0	4
ID_21410	C21orf33	0	0	1
ID_15006	PRPH	0	0	2
ID_5717	EPS8	0	0	3
ID_44156	RNF20	0	0	1
ID_26209	PPP1R26	0	0	1
ID_13536	PDE6C	0	0	3
ID_58242	DBX1	0	0	3
ID_35861	SESN1	0	0	1
ID_45442	AS3MT	0	0	2
ID_33052	HMHA1	0	0	1
ID_21019	IFRD2	0	0	1
ID_37560	MRPS16	0	0	1
ID_22297	BHLHE40	0	0	2
ID_7814	GRM8	0	0	2
ID_30459	CHEK2	0	0	1
ID_63812	ADGRF3	0	0	1
ID_61315	LYRM5	0	0	1
ID_62760	CREBRF	0	0	1
ID_10293	IPO5	0	0	2
ID_37954	HSD17B12	0	0	1
ID_68668	KRTAP19-7	0	0	1
ID_25231	BCAR1	0	0	3
ID_1154	RHOH	0	0	4
ID_23642	TM4SF5	0	0	2
ID_22578	PDE5A	0	0	1
ID_45450	RHBDD2	0	0	1
ID_65082	CCDC107	0	0	2
ID_33623	CLDN15	0	0	1
ID_50119	ZBTB3	0	0	2
ID_14753	PRIM1	0	0	1
ID_7537	GPR15	0	0	1
ID_23998	PDCD5	0	0	2
ID_74926	GAGE12H	0	0	3
ID_61954	CILP2	0	0	1
ID_56275	FANK1	0	0	1
ID_39440	CDK12	0	0	3
ID_42677	DNAH3	0	0	3
ID_51148	ULBP1	0	0	1
ID_67218	BCL9L	0	0	2
ID_34832	OR2K2	0	0	1
ID_33070	NNT	0	0	2
ID_68289	PNPLA1	0	0	2
ID_67823	ZNF763	0	0	3
ID_29367	USP20	0	0	1
ID_2970	CDS1	0	0	5
ID_38396	ECSIT	0	0	1
ID_40782	FAM46C	0	0	1
ID_68729	TAS2R60	0	0	1
ID_8646	HOXA5	0	0	2
ID_13313	PARN	0	0	2
ID_32476	TBC1D30	0	0	2
ID_21759	HIST1H4H	0	0	2
ID_43855	PDGFC	0	0	2
ID_12821	NPY2R	0	0	3
ID_38509	SPG21	0	0	1
ID_47643	NFKBIZ	0	0	1
ID_26428	NCAPD2	0	0	1
ID_35487	STAU2	0	0	2
ID_53681	FBN3	0	0	1
ID_75719	DEFB4B	0	0	1
ID_22661	BECN1	0	0	1
ID_64129	FAM170B	0	0	1
ID_71544	OR52K1	0	0	2
ID_72355	C4orf48	0	0	1
ID_6299	GPC5	0	0	2
ID_38668	EIF3L	0	0	1
ID_11412	MFGE8	0	0	2
ID_4225	CTPS1	0	0	1
ID_12881	NTF4	0	0	1
ID_15448	PTPN12	0	0	1
ID_13818	PGM1	0	0	1
ID_25080	GDF15	0	0	1
ID_599	ABCD1	0	0	2
ID_55810	LRP5L	0	0	2
ID_33531	PISD	0	0	1
ID_3665	COMP	0	0	1
ID_53267	HAGHL	0	0	1
ID_58397	FGD4	0	0	2
ID_32510	VPS39	0	0	1
ID_14960	PRKX	0	0	1
ID_55528	MCU	0	0	2
ID_50072	NAA40	0	0	3
ID_10918	TM4SF1	0	0	2
ID_2511	CCNG2	0	0	2
ID_31748	MRPS27	0	0	1
ID_25303	MAD2L1BP	0	0	1
ID_27712	DSCR3	0	0	2
ID_35124	LATS2	0	0	1
ID_45074	MRPL47	0	0	2
ID_2845	CDH5	0	0	1
ID_60967	ADAMTS14	0	0	3
ID_66054	ZSCAN23	0	0	2
ID_21035	MANF	0	0	2
ID_33416	SSBP3	0	0	3
ID_26540	AMMECR1	0	0	1
ID_54760	KRTAP9-4	0	0	1
ID_43092	CCDC88A	0	0	2
ID_21540	TRRAP	0	0	1
ID_68067	EOGT	0	0	1
ID_30727	CD300A	0	0	3
ID_53569	CYSTM1	0	0	2
ID_10073	KCNJ15	0	0	2
ID_58411	BTBD11	0	0	1
ID_28954	USP39	0	0	2
ID_40386	LRRN3	0	0	1
ID_20978	MOGS	0	0	1
ID_24038	SLC6A5	0	0	1
ID_28602	DNPH1	0	0	1
ID_59338	DMBX1	0	0	2
ID_31100	ANKRD6	0	0	1
ID_8516	HMGA1	0	0	2
ID_36692	CNOT7	0	0	1
ID_57382	FLYWCH2	0	0	1
ID_43954	PCDHB14	0	0	1
ID_17600	SLC9A5	0	0	1
ID_64014	CCDC71L	0	0	1
ID_7212	GLE1	0	0	1
ID_42806	PRR5	0	0	1
ID_62775	MBLAC2	0	0	1
ID_27727	NMUR1	0	0	3
ID_3662	COL19A1	0	0	1
ID_30475	PROSC	0	0	1
ID_15304	PTBP1	0	0	1
ID_56547	TRMT10A	0	0	2
ID_51714	TXNDC5	0	0	1
ID_38464	SLC25A37	0	0	2
ID_2133	CA12	0	0	1
ID_16780	SAA2	0	0	1
ID_36737	SAC3D1	0	0	2
ID_8180	HAS2	0	0	1
ID_49625	ZDHHC14	0	0	2
ID_4909	DNASE1L3	0	0	2
ID_32288	DNMBP	0	0	3
ID_35979	APEX2	0	0	4
ID_22473	PSMG1	0	0	1
ID_66851	CATSPERD	0	0	1
ID_70347	C19orf35	0	0	2
ID_44029	PCDHA7	0	0	3
ID_72078	MUC21	0	0	1
ID_43925	PCDHGA6	0	0	1
ID_5153	DUSP4	0	0	3
ID_443	ADSL	0	0	1
ID_19342	TMPRSS2	0	0	2
ID_56969	SLC46A1	0	0	2
ID_8885	HSD17B1	0	0	1
ID_44515	NDUFA4L2	0	0	2
ID_38722	AMOTL2	0	0	1
ID_73151	FAM127C	0	0	2
ID_53173	TRAF7	0	0	2
ID_61093	DUSP19	0	0	1
ID_68258	SREK1IP1	0	0	2
ID_61623	MGAT5B	0	0	1
ID_69283	C11orf53	0	0	3
ID_17067	SDC2	0	0	1
ID_67416	PROX2	0	0	3
ID_27898	TUBB4A	0	0	1
ID_63512	SLFN5	0	0	1
ID_61701	CD300LG	0	0	3
ID_38567	TAOK3	0	0	1
ID_22609	EIF3D	0	0	1
ID_46260	CPNE5	0	0	1
ID_12058	MYH11	0	0	2
ID_48079	CEP85	0	0	1
ID_55730	ANKRD30A	0	0	2
ID_19502	TPM3	0	0	1
ID_54159	CRACR2A	0	0	2
ID_53880	TNRC18	0	0	3
ID_59426	C1orf87	0	0	1
ID_68538	DHRS4L2	0	0	1
ID_4936	DNM2	0	0	1
ID_23554	LIMD1	0	0	1
ID_10705	LMNA	0	0	1
ID_2273	CAMP	0	0	1
ID_17618	SLC12A2	0	0	1
ID_117	ACAT1	0	0	1
ID_69125	UNCX	0	0	1
ID_45660	AARS2	0	0	1
ID_3464	CCR7	0	0	1
ID_49273	FAM65A	0	0	2
ID_25066	STXBP5L	0	0	1
ID_23778	CLDN2	0	0	1
ID_73635	FAM229B	0	0	1
ID_37113	NT5C	0	0	1
ID_1933	BUB1	0	0	1
ID_16364	RPL18A	0	0	1
ID_12966	OAS3	0	0	3
ID_68448	FOXD4L3	0	0	1
ID_36674	ICOS	0	0	1
ID_68090	ZNF621	0	0	4
ID_36380	CCDC113	0	0	2
ID_22204	DGKD	0	0	1
ID_53469	CCDC77	0	0	1
ID_57706	TLCD1	0	0	1
ID_25891	LZTS3	0	0	1
ID_62804	IRX2	0	0	2
ID_65160	AMER3	0	0	1
ID_13230	PABPC3	0	0	1
ID_17295	SH3GL3	0	0	2
ID_32399	TMEM194A	0	0	2
ID_17345	ST6GAL1	0	0	2
ID_71846	PABPN1L	0	0	3
ID_30378	BAZ2A	0	0	1
ID_47496	OSGEPL1	0	0	3
ID_79	ABO	0	0	1
ID_66879	CFAP126	0	0	3
ID_14218	PLSCR1	0	0	1
ID_6639	FUS	0	0	1
ID_28031	UBAC1	0	0	2
ID_59453	C1orf131	0	0	1
ID_767	AMY1B	0	0	1
ID_24581	LHX2	0	0	4
ID_11812	MT1B	0	0	1
ID_18493	SUPT4H1	0	0	2
ID_41604	WDR60	0	0	1
ID_62199	C1orf64	0	0	2
ID_28541	CCT7	0	0	1
ID_56954	CHST14	0	0	1
ID_20314	WRB	0	0	2
ID_9047	HTR3A	0	0	2
ID_26649	HNRNPDL	0	0	3
ID_41812	KLHL11	0	0	3
ID_28215	ATP5H	0	0	1
ID_27216	LPCAT3	0	0	1
ID_63802	LONRF2	0	0	1
ID_23830	PIGQ	0	0	1
ID_43003	IWS1	0	0	1
ID_53459	NAA38	0	0	1
ID_72663	CTXN1	0	0	7
ID_18381	HSPA13	0	0	2
ID_51936	SPACA1	0	0	1
ID_38398	ECSIT	0	0	1
ID_57886	CATSPER1	0	0	1
ID_64558	DAND5	0	0	1
ID_16174	RNASE1	0	0	1
ID_37428	CLEC4A	0	0	2
ID_66781	TCERG1L	0	0	1
ID_35243	OR4F4	0	0	2
ID_24231	NOLC1	0	0	1
ID_71419	FAM180A	0	0	1
ID_25313	AKAP12	0	0	1
ID_18538	SVIL	0	0	2
ID_54002	TRIM55	0	0	3
ID_18408	STK4	0	0	1
ID_32243	KAZN	0	0	2
ID_53440	MRPL45	0	0	1
ID_12770	NPC1	0	0	1
ID_19158	THOP1	0	0	1
ID_7927	GTF2A2	0	0	1
ID_34510	FAM127B	0	0	1
ID_39922	SEMA5B	0	0	1
ID_27041	RAD50	0	0	1
ID_30287	FICD	0	0	1
ID_20447	ZIC2	0	0	2
ID_75001	TBC1D3H	0	0	2
ID_25969	KIAA0586	0	0	1
ID_14776	PRKAB2	0	0	2
ID_26345	KIAA0196	0	0	2
ID_70854	SPDYC	0	0	2
ID_37786	UTP18	0	0	1
ID_64618	TMEM61	0	0	1
ID_22651	STX16	0	0	2
ID_7894	GSTM2	0	0	1
ID_67900	THEM5	0	0	2
ID_42	ABCA1	0	0	1
ID_8434	HLA-DRA	0	0	3
ID_58932	FAM210A	0	0	2
ID_63141	FAM120AOS	0	0	1
ID_57813	PPP1R27	0	0	3
ID_18826	HNF1B	0	0	2
ID_55533	CCDC74A	0	0	2
ID_59479	TSACC	0	0	1
ID_35931	RBMXL2	0	0	2
ID_20590	ZNF70	0	0	1
ID_29816	SPINK5	0	0	1
ID_21550	SNN	0	0	1
ID_20327	XBP1	0	0	3
ID_64303	SPTSSA	0	0	1
ID_74066	SLC35G4	0	0	1
ID_74825	C1orf234	0	0	1
ID_44604	NCLN	0	0	1
ID_60068	PABPC4L	0	0	1
ID_54873	RGS8	0	0	2
ID_26047	CTIF	0	0	3
ID_15506	PTPRN	0	0	1
ID_20795	ZSCAN9	0	0	2
ID_58351	C12orf54	0	0	2
ID_32410	ICOSLG	0	0	1
ID_38517	AHSP	0	0	1
ID_31732	ZBTB43	0	0	1
ID_24948	ATG5	0	0	2
ID_5126	HBEGF	0	0	1
ID_36894	TRHDE	0	0	1
ID_2142	CACNA1B	0	0	2
ID_50242	CCDC134	0	0	4
ID_31817	GPATCH8	0	0	1
ID_5540	EML1	0	0	2
ID_55150	ARHGAP11B	0	0	2
ID_72253	PRAMEF4	0	0	2
ID_68358	C8orf31	0	0	1
ID_72996	LRRC52	0	0	3
ID_35204	CKAP2	0	0	3
ID_71434	C8orf86	0	0	1
ID_63015	ANKRD46	0	0	1
ID_3282	CIRBP	0	0	3
ID_23954	PRPF3	0	0	1
ID_19519	TPP2	0	0	2
ID_28072	CDC42EP2	0	0	1
ID_37190	CLDN20	0	0	1
ID_70840	INSC	0	0	1
ID_61319	CPNE8	0	0	2
ID_34465	AUTS2	0	0	1
ID_60916	SAMD10	0	0	2
ID_52458	MARVELD1	0	0	3
ID_62613	ZCWPW2	0	0	1
ID_60575	C9orf135	0	0	5
ID_23750	SYT7	0	0	1
ID_65704	N6AMT2	0	0	1
ID_3646	COL13A1	0	0	4
ID_17325	SHOX	0	0	2
ID_56620	CPA5	0	0	2
ID_453	AP2A2	0	0	1
ID_29656	TOMM34	0	0	3
ID_56248	RBM18	0	0	1
ID_47312	RBKS	0	0	1
ID_43591	KIZ	0	0	2
ID_73612	DEFB135	0	0	1
ID_1106	RHOA	0	0	2
ID_1400	ATP4B	0	0	1
ID_5427	EIF2S3	0	0	1
ID_64316	ABHD3	0	0	1
ID_14474	POU5F1	0	0	1
ID_57905	SCGB3A2	0	0	4
ID_47235	NEUROG2	0	0	3
ID_54358	RPUSD4	0	0	2
ID_66128	DEFB107A	0	0	7
ID_71251	SP5	0	0	1
ID_23111	LIN7A	0	0	2
ID_23395	CACNA1G	0	0	2
ID_61017	NANP	0	0	1
ID_28463	HTATIP2	0	0	1
ID_61096	DUSP19	0	0	2
ID_67008	TAS2R19	0	0	2
ID_33775	TTLL1	0	0	2
ID_42341	RNLS	0	0	1
ID_33704	TMEM59L	0	0	1
ID_49126	IRX1	0	0	1
ID_41546	WDYHV1	0	0	1
ID_10263	KIF22	0	0	2
ID_6183	FCN2	0	0	3
ID_52666	KRTAP9-8	0	0	3
ID_32629	ICE1	0	0	1
ID_41114	C1orf27	0	0	1
ID_50696	C7orf69	0	0	1
ID_33118	ATP6V0A2	0	0	1
ID_52168	DDX59	0	0	1
ID_40389	CRLS1	0	0	1
ID_13012	OMD	0	0	2
ID_73856	PGA4	0	0	3
ID_32707	FBXO46	0	0	1
ID_53387	GINS4	0	0	1
ID_74902	GAGE12J	0	0	1
ID_61201	XRRA1	0	0	1
ID_38629	MRPS17	0	0	1
ID_72542	VWC2L	0	0	1
ID_65618	RNF152	0	0	2
ID_18072	SPINK2	0	0	1
ID_9997	KCND2	0	0	1
ID_57948	FTSJ3	0	0	1
ID_70448	FAM228B	0	0	2
ID_39918	SH3TC1	0	0	2
ID_4836	DLX4	0	0	1
ID_59634	CHMP4B	0	0	1
ID_14977	PRNP	0	0	2
ID_57653	KLHDC3	0	0	1
ID_47738	ARAP3	0	0	1
ID_30803	GABARAP	0	0	1
ID_57175	BTBD9	0	0	1
ID_40844	PALMD	0	0	1
ID_21827	PIP4K2B	0	0	1
ID_33955	MPC2	0	0	1
ID_7033	GDF9	0	0	2
ID_23858	USP6	0	0	1
ID_60828	MYO3B	0	0	3
ID_71332	BEND4	0	0	2
ID_55141	KCNK17	0	0	2
ID_39096	SRRT	0	0	2
ID_75624	USP17L19	0	0	1
ID_56588	CGB5	0	0	2
ID_23272	SPHK1	0	0	1
ID_44942	ENTPD7	0	0	2
ID_73619	DEFB134	0	0	1
ID_13014	OGDH	0	0	1
ID_48005	CCDC14	0	0	1
ID_46461	ZP4	0	0	2
ID_17838	SNCB	0	0	2
ID_17153	SEPW1	0	0	1
ID_71206	LOC388849	0	0	1
ID_67452	C14orf80	0	0	1
ID_69068	TRIML1	0	0	1
ID_11804	MSX2	0	0	1
ID_40187	FAM193B	0	0	1
ID_73343	LRRC37A2	0	0	1
ID_16700	RYR1	0	0	2
ID_41190	CPSF3L	0	0	1
ID_60472	ZNF572	0	0	1
ID_37170	KLK12	0	0	2
ID_19039	TFDP2	0	0	3
ID_27084	RASGRP1	0	0	1
ID_46661	RBM25	0	0	1
ID_75940	LRCOL1	0	0	1
ID_63204	ZXDB	0	0	1
ID_50617	UBTD1	0	0	1
ID_73156	CT45A3	0	0	5
ID_26472	JOSD1	0	0	1
ID_47162	CHP2	0	0	1
ID_16803	SALL2	0	0	2
ID_28522	SLC34A2	0	0	2
ID_24833	MED26	0	0	1
ID_14304	PNLIPRP2	0	0	2
ID_45303	TTC7A	0	0	1
ID_30064	KERA	0	0	2
ID_50468	CEP76	0	0	1
ID_60779	KRTAP13-1	0	0	2
ID_26898	IL18BP	0	0	1
ID_26104	ARHGEF11	0	0	3
ID_22570	SOCS1	0	0	3
ID_19222	TJP1	0	0	1
ID_63819	OXER1	0	0	2
ID_29583	MORF4L1	0	0	2
ID_59560	WFDC12	0	0	3
ID_72963	HNRNPCL2	0	0	1
ID_56399	PEX11G	0	0	1
ID_52761	REG4	0	0	1
ID_7568	LPAR4	0	0	1
ID_41869	NADSYN1	0	0	1
ID_53909	USP38	0	0	1
ID_62108	NBPF12	0	0	1
ID_50646	SEMA6D	0	0	1
ID_66188	ATP6V0D2	0	0	1
ID_12143	MYOD1	0	0	2
ID_14800	PRKAG1	0	0	1
ID_30164	EMILIN1	0	0	3
ID_47176	MCUR1	0	0	1
ID_21346	COIL	0	0	2
ID_56435	DMKN	0	0	2
ID_61812	ERVV-1	0	0	1
ID_71920	FRRS1	0	0	2
ID_38039	TUBD1	0	0	1
ID_4250	CTSG	0	0	2
ID_841	ANXA6	0	0	3
ID_43904	PCDHGB1	0	0	1
ID_27631	SAP18	0	0	1
ID_60762	RBMXL3	0	0	3
ID_60587	PTRH1	0	0	1
ID_10261	KIF22	0	0	1
ID_36462	CNIH4	0	0	2
ID_43860	ALG1	0	0	1
ID_55296	PHLDB2	0	0	1
ID_53489	C16orf13	0	0	3
ID_66600	CT47A11	0	0	1
ID_60254	POC5	0	0	1
ID_30841	SYNPO	0	0	2
ID_58065	PSTK	0	0	1
ID_58489	PLD4	0	0	1
ID_6008	FABP2	0	0	2
ID_7050	GDNF	0	0	2
ID_73358	H2AFB2	0	0	2
ID_32861	ABCA5	0	0	1
ID_22176	IKBKAP	0	0	1
ID_642	ALDOA	0	0	1
ID_71016	RPRML	0	0	2
ID_74181	SRGAP2B	0	0	1
ID_4401	CYP3A5	0	0	1
ID_53949	GLYR1	0	0	1
ID_51741	GFOD2	0	0	1
ID_66624	RASGEF1C	0	0	2
ID_63341	ALDH1L2	0	0	2
ID_63450	OTUD7A	0	0	3
ID_34341	NSMF	0	0	1
ID_65819	C6orf89	0	0	1
ID_8454	HLA-F	0	0	2
ID_33166	SNAPIN	0	0	1
ID_581	ALAS1	0	0	2
ID_29531	TCERG1	0	0	1
ID_33319	SH3BP1	0	0	3
ID_56290	MOB1B	0	0	1
ID_8542	FOXA1	0	0	1
ID_70900	C1QTNF9B	0	0	2
ID_70175	POLN	0	0	1
ID_55898	ZNF830	0	0	1
ID_30837	GABARAPL2	0	0	1
ID_3731	COX7A2	0	0	1
ID_19447	TOP2B	0	0	1
ID_57877	AGAP3	0	0	2
ID_50248	PODNL1	0	0	4
ID_49245	WDR25	0	0	1
ID_68224	GPR150	0	0	1
ID_34605	PRPF31	0	0	1
ID_530	AGXT	0	0	1
ID_31658	RRP1B	0	0	1
ID_16026	REV3L	0	0	1
ID_9377	IL1B	0	0	2
ID_32935	CES3	0	0	2
ID_51824	DEFB126	0	0	2
ID_52618	FGFBP2	0	0	2
ID_16345	RPL13	0	0	1
ID_40786	GON4L	0	0	1
ID_67852	FAM71E2	0	0	1
ID_60177	PRRC1	0	0	1
ID_72566	KPNA7	0	0	6
ID_51887	PPP1R14C	0	0	1
ID_28187	FST	0	0	1
ID_72314	EML6	0	0	1
ID_62707	JAKMIP1	0	0	2
ID_67624	TTLL6	0	0	1
ID_49090	ZNF576	0	0	1
ID_31823	PHF8	0	0	2
ID_21613	GFI1B	0	0	2
ID_59264	ATXN7L2	0	0	1
ID_65049	ADAM32	0	0	3
ID_5125	HBEGF	0	0	2
ID_44863	PDXP	0	0	3
ID_5771	ERCC6	0	0	3
ID_65669	C10orf111	0	0	1
ID_48071	EXO5	0	0	3
ID_63149	FREM1	0	0	1
ID_40600	KLHL24	0	0	1
ID_21350	AKAP1	0	0	1
ID_46186	RNF213	0	0	2
ID_32257	DENND5A	0	0	1
ID_5975	F10	0	0	2
ID_66419	FBXO33	0	0	1
ID_50140	TMEM180	0	0	4
ID_65967	KIAA1324L	0	0	1
ID_30163	EMILIN1	0	0	1
ID_75687	WI2-2373I1.2	0	0	3
ID_26440	RNF10	0	0	1
ID_38196	CRIM1	0	0	1
ID_23445	RAB29	0	0	1
ID_59913	DNAJC19	0	0	1
ID_52528	ANGPTL6	0	0	1
ID_23322	EIF2B2	0	0	1
ID_68688	KRTAP22-1	0	0	1
ID_40183	NDUFB11	0	0	2
ID_28709	IVNS1ABP	0	0	1
ID_56826	CMTM7	0	0	1
ID_38328	DNAJC27	0	0	1
ID_72580	IGLON5	0	0	2
ID_69954	FAM131C	0	0	2
ID_16316	RPL6	0	0	1
ID_36262	SPCS1	0	0	2
ID_47508	DPEP3	0	0	2
ID_13935	PIGA	0	0	1
ID_53118	ANKRD20A1	0	0	1
ID_68135	RPUSD3	0	0	1
ID_27670	BCKDK	0	0	4
ID_40412	RRN3	0	0	1
ID_72356	C4orf48	0	0	1
ID_72880	DBX2	0	0	1
ID_70749	KRTAP5-10	0	0	1
ID_47247	PRDM15	0	0	2
ID_14439	POU2AF1	0	0	1
ID_12149	PPP1R12A	0	0	1
ID_30825	RNF13	0	0	1
ID_56324	ARRDC1	0	0	1
ID_44544	STARD7	0	0	1
ID_65769	ADGRF4	0	0	1
ID_52097	SF3B5	0	0	1
ID_2638	TNFRSF8	0	0	2
ID_36076	RABGEF1	0	0	1
ID_6677	ACKR1	0	0	1
ID_22388	SCARF1	0	0	2
ID_45180	SALL4	0	0	2
ID_44770	POGLUT1	0	0	1
ID_30885	IKZF2	0	0	2
ID_25952	PIEZO1	0	0	3
ID_28386	NOP56	0	0	1
ID_49104	BRCC3	0	0	2
ID_16709	S100A1	0	0	2
ID_72346	FOXL2NB	0	0	2
ID_18369	STATH	0	0	1
ID_52900	ARL6	0	0	1
ID_22546	KCNK5	0	0	1
ID_41491	UACA	0	0	2
ID_64647	NUDT17	0	0	1
ID_20780	ZNF185	0	0	1
ID_27082	RASGRP1	0	0	1
ID_40803	SNRK	0	0	2
ID_7301	GNA15	0	0	2
ID_694	ALPP	0	0	2
ID_50104	TMC5	0	0	1
ID_42148	IMP3	0	0	1
ID_16592	RPS20	0	0	1
ID_25184	ATP6V1G1	0	0	1
ID_35993	MOCS3	0	0	1
ID_29057	MAP3K2	0	0	4
ID_47494	CARD9	0	0	1
ID_21296	IFT88	0	0	4
ID_68641	KRTAP6-3	0	0	1
ID_60693	HDX	0	0	1
ID_31908	WDR43	0	0	1
ID_24195	LGI1	0	0	1
ID_48561	DLK2	0	0	1
ID_43176	FAM222B	0	0	1
ID_75942	GIMD1	0	0	2
ID_46843	AVPI1	0	0	2
ID_71657	OR8K1	0	0	2
ID_24020	HGS	0	0	1
ID_16090	RGS1	0	0	2
ID_53824	GNPTG	0	0	1
ID_20723	ZBTB17	0	0	1
ID_17264	SGSH	0	0	1
ID_41289	LAMTOR1	0	0	1
ID_52491	FRMD8	0	0	1
ID_56000	CABLES1	0	0	2
ID_71887	PINLYP	0	0	2
ID_30758	GPN1	0	0	1
ID_60078	LIN54	0	0	1
ID_54628	AJUBA	0	0	1
ID_7937	GTF2E2	0	0	1
ID_21486	TMEM187	0	0	2
ID_6659	FUT5	0	0	1
ID_54342	PARP10	0	0	1
ID_55834	CCDC74B	0	0	2
ID_34313	MOXD1	0	0	1
ID_60501	NKX2-6	0	0	2
ID_47300	C19orf33	0	0	2
ID_56364	HIST3H2A	0	0	2
ID_42986	GPATCH2L	0	0	2
ID_4186	CTF1	0	0	1
ID_9486	IL11	0	0	2
ID_67343	ADGRD1	0	0	2
ID_14765	PRKAA2	0	0	2
ID_50386	MAP6D1	0	0	1
ID_3203	LYST	0	0	1
ID_48687	SCNM1	0	0	2
ID_56921	PTH2	0	0	1
ID_16750	S100A10	0	0	1
ID_2722	CD58	0	0	1
ID_3395	CLK2	0	0	1
ID_12873	NT5E	0	0	1
ID_27316	PSME3	0	0	1
ID_36207	LAMTOR2	0	0	1
ID_58341	SLC15A4	0	0	1
ID_23043	IL18RAP	0	0	2
ID_55074	ANKRD13A	0	0	2
ID_71775	OR4K2	0	0	1
ID_12474	NEUROD2	0	0	1
ID_11752	CITED1	0	0	1
ID_22136	CNTNAP1	0	0	1
ID_46183	RNF213	0	0	1
ID_8918	DNAJA1	0	0	1
ID_17845	SNCA	0	0	1
ID_71474	SPATA31D1	0	0	2
ID_50103	TMC5	0	0	2
ID_41360	HEATR3	0	0	1
ID_74424	OCM	0	0	1
ID_22067	CILP	0	0	2
ID_2878	CDH13	0	0	5
ID_68959	TMEM52	0	0	2
ID_65314	MED19	0	0	1
ID_43482	KDM3A	0	0	1
ID_29847	KDELR2	0	0	1
ID_3860	CREB1	0	0	1
ID_45170	PELI2	0	0	3
ID_46207	ZBTB26	0	0	1
ID_39783	POLE3	0	0	1
ID_40607	TRIT1	0	0	1
ID_7122	GHRHR	0	0	1
ID_20540	ZSCAN20	0	0	1
ID_1015	SHROOM2	0	0	1
ID_19518	TPP2	0	0	1
ID_31615	WAPAL	0	0	2
ID_47742	GZF1	0	0	3
ID_51893	TRIM7	0	0	1
ID_23752	SYT7	0	0	2
ID_53945	SPZ1	0	0	1
ID_7365	GNG5	0	0	5
ID_45964	HOMEZ	0	0	2
ID_61030	ISM1	0	0	1
ID_25522	PDE4DIP	0	0	1
ID_19336	TMOD1	0	0	3
ID_71354	PROB1	0	0	1
ID_19930	UFD1L	0	0	1
ID_7987	GUCY1A2	0	0	2
ID_25210	CHD1L	0	0	1
ID_5871	EVC	0	0	2
ID_70051	RILPL1	0	0	2
ID_6344	FIGF	0	0	1
ID_73066	LOC441155	0	0	1
ID_56799	ERI2	0	0	1
ID_8536	HMX1	0	0	1
ID_4665	DDX11	0	0	1
ID_47155	ANKEF1	0	0	1
ID_32305	FAM208A	0	0	2
ID_4374	CYP2C9	0	0	1
ID_27927	CORO2B	0	0	1
ID_24936	EIF4E2	0	0	1
ID_3706	COX5B	0	0	1
ID_844	ANXA6	0	0	5
ID_39139	DPH5	0	0	2
ID_48033	MTHFSD	0	0	1
ID_8332	HHEX	0	0	1
ID_37154	CDR2L	0	0	1
ID_29193	MTHFD2	0	0	1
ID_36372	ZC3H7A	0	0	2
ID_42071	TMEM206	0	0	2
ID_1517	AUP1	0	0	1
ID_26543	GOLGA5	0	0	1
ID_18497	SUPT5H	0	0	1
ID_34215	C2CD2	0	0	1
ID_2349	CASP6	0	0	1
ID_18017	SP3	0	0	1
ID_19992	COL14A1	0	0	1
ID_61602	ZNF785	0	0	1
ID_65751	FAM162B	0	0	1
ID_41611	ARHGAP17	0	0	2
ID_6546	FOS	0	0	3
