"./T0-Control.fastq.gz" "./T8-APR-246.fastq.gz" "./T8-Vehicle.fastq.gz"
"ID_70187" 4 0 0
"ID_70188" 0 4 4
"ID_70189" 1 1 2
"ID_70190" 2 3 3
"ID_70191" 4 1 2
"ID_70192" 2 0 3
"ID_70193" 2 4 1
"ID_70194" 4 1 1
"ID_70195" 2 5 4
"ID_70196" 4 1 4
"ID_70197" 1 0 0
"ID_70198" 1 8 6
"ID_70199" 2 4 2
"ID_70200" 3 1 1
"ID_70201" 1 0 0
"ID_70202" 2 2 1
"ID_70203" 1 1 0
"ID_70204" 2 4 1
"ID_70205" 0 0 1
"ID_70206" 2 1 3
"ID_70207" 3 5 10
"ID_70208" 3 1 2
"ID_70209" 5 5 7
"ID_70210" 2 7 4
"ID_70211" 0 1 0
"ID_70212" 4 7 8
"ID_70213" 0 3 0
"ID_70214" 2 0 0
"ID_70215" 1 2 1
"ID_70216" 0 1 0
"ID_70217" 1 1 2
"ID_70218" 2 3 1
"ID_70219" 0 1 1
"ID_70220" 0 0 1
"ID_70221" 7 7 3
"ID_70222" 2 1 1
"ID_70223" 2 1 1
"ID_70224" 0 0 0
"ID_70225" 5 4 6
"ID_70226" 5 0 0
"ID_70227" 5 4 5
"ID_70228" 1 0 2
"ID_70229" 3 2 1
"ID_70230" 6 6 2
"ID_70231" 2 6 3
"ID_70232" 9 2 6
"ID_70233" 5 3 1
"ID_70234" 1 2 1
"ID_70235" 1 3 4
"ID_70236" 2 2 1
"ID_70237" 2 0 2
"ID_70238" 3 2 1
"ID_70239" 0 0 0
"ID_70240" 1 2 2
"ID_70241" 2 3 2
"ID_70242" 0 2 2
"ID_70243" 1 3 0
"ID_70244" 0 0 2
"ID_70245" 1 0 0
"ID_70246" 1 0 0
"ID_70247" 0 0 0
"ID_70248" 1 0 0
"ID_70249" 3 3 5
"ID_70250" 2 3 5
"ID_70251" 3 3 3
"ID_70252" 3 4 1
"ID_70253" 7 4 1
"ID_70254" 3 0 0
"ID_70255" 3 2 1
"ID_70256" 4 0 4
"ID_70257" 3 3 1
"ID_70258" 5 4 4
"ID_70259" 3 2 2
"ID_70260" 4 3 3
"ID_70261" 3 2 2
"ID_70262" 4 3 3
"ID_70263" 2 5 5
"ID_70264" 2 1 0
"ID_70265" 2 0 2
"ID_70266" 0 0 2
"ID_70267" 0 5 1
"ID_70268" 1 0 0
"ID_70269" 1 2 0
"ID_70270" 7 4 4
"ID_70271" 3 3 3
"ID_70272" 0 0 2
"ID_70273" 1 0 0
"ID_70274" 2 0 3
"ID_70275" 5 5 4
"ID_70276" 1 1 0
"ID_70277" 2 5 4
"ID_70278" 2 5 1
"ID_70279" 1 3 4
"ID_70280" 2 0 1
"ID_70281" 5 3 5
"ID_70282" 2 2 1
"ID_70283" 1 3 6
"ID_70284" 0 1 0
"ID_70285" 3 0 3
"ID_70286" 0 0 1
"ID_70287" 5 0 3
"ID_70288" 3 4 3
"ID_70289" 5 4 4
"ID_70290" 2 3 4
"ID_70291" 3 2 1
"ID_70292" 1 0 3
"ID_70293" 2 2 0
"ID_70294" 3 3 0
"ID_70295" 2 0 5
"ID_70296" 0 3 2
"ID_70297" 0 0 3
"ID_70298" 0 0 2
"ID_70299" 0 1 3
"ID_70300" 0 0 0
"ID_70301" 4 5 4
"ID_70302" 4 4 3
"ID_70303" 1 2 2
"ID_70304" 5 8 4
"ID_70305" 3 1 3
"ID_70306" 1 5 1
"ID_70307" 3 1 1
"ID_70308" 1 1 0
"ID_70309" 0 0 0
"ID_70310" 1 0 1
"ID_70311" 5 1 3
"ID_70312" 4 7 9
"ID_70313" 0 2 1
"ID_70314" 1 1 3
"ID_70315" 0 3 2
"ID_70316" 1 2 3
"ID_70317" 3 3 3
"ID_70318" 1 2 3
"ID_70319" 2 2 0
"ID_70320" 1 0 1
"ID_70321" 2 0 2
"ID_70322" 2 1 1
"ID_70323" 10 6 3
"ID_70324" 3 1 1
"ID_70325" 0 0 1
"ID_70326" 8 3 7
"ID_70327" 2 1 1
"ID_70328" 8 6 6
"ID_70329" 0 0 0
"ID_70330" 0 0 0
"ID_70331" 1 0 0
"ID_70332" 3 2 2
"ID_70333" 9 4 1
"ID_70334" 5 2 3
"ID_70335" 3 5 2
"ID_70336" 4 9 5
"ID_70337" 3 4 5
"ID_70338" 0 0 0
"ID_70339" 2 0 0
"ID_70340" 1 2 1
"ID_70341" 2 1 4
"ID_70342" 2 3 4
"ID_70343" 2 2 2
"ID_70344" 2 0 0
"ID_70345" 0 2 1
"ID_70346" 0 0 0
"ID_70347" 0 3 0
"ID_70348" 1 0 0
"ID_70349" 2 0 1
"ID_70350" 0 0 1
"ID_70351" 0 0 2
"ID_70352" 3 0 1
"ID_70353" 1 0 0
"ID_70354" 3 4 3
"ID_70355" 1 2 2
"ID_70356" 0 3 1
"ID_70357" 5 12 5
"ID_70358" 3 7 4
"ID_70359" 2 1 0
"ID_70360" 2 3 5
"ID_70361" 1 1 0
"ID_70362" 0 0 0
"ID_70363" 1 0 0
"ID_70364" 2 0 3
"ID_70365" 5 3 4
"ID_70366" 3 2 0
"ID_70367" 5 3 5
"ID_70368" 0 1 0
"ID_70369" 2 1 1
"ID_70370" 3 0 0
"ID_70371" 1 1 2
"ID_70372" 2 1 2
"ID_70373" 4 6 7
"ID_70374" 3 5 3
"ID_70375" 0 0 0
"ID_70376" 4 10 8
"ID_70377" 1 0 0
"ID_70378" 1 3 3
"ID_70379" 0 0 0
"ID_70380" 4 4 5
"ID_70381" 5 1 6
"ID_70382" 2 3 3
"ID_70383" 0 0 2
"ID_70384" 2 3 2
"ID_70385" 2 2 3
"ID_70386" 0 0 0
"ID_70387" 1 0 0
"ID_70388" 4 3 5
"ID_70389" 12 10 8
"ID_70390" 1 2 2
"ID_70391" 8 2 1
"ID_70392" 6 2 3
"ID_70393" 3 1 1
"ID_70394" 1 2 1
"ID_70395" 1 0 0
"ID_70396" 4 0 2
"ID_70397" 2 1 2
"ID_70398" 5 2 2
"ID_70399" 0 0 0
"ID_70400" 0 3 1
"ID_70401" 0 3 3
"ID_70402" 2 3 1
"ID_70403" 5 0 2
"ID_70404" 3 2 1
"ID_70405" 5 1 2
"ID_70406" 1 1 1
"ID_70407" 4 0 3
"ID_70408" 1 2 0
"ID_70409" 4 5 1
"ID_70410" 7 1 7
"ID_70411" 3 5 3
"ID_70412" 3 4 3
"ID_70413" 4 4 5
"ID_70414" 2 2 2
"ID_70415" 0 0 0
"ID_70416" 0 1 1
"ID_70417" 2 1 0
"ID_70418" 2 2 2
"ID_70419" 4 0 3
"ID_70420" 0 4 1
"ID_70421" 6 7 6
"ID_70422" 5 3 3
"ID_70423" 4 2 2
"ID_70424" 1 4 6
"ID_70425" 4 1 1
"ID_70426" 1 1 3
"ID_70427" 3 2 2
"ID_70428" 2 3 3
"ID_70429" 3 3 1
"ID_70430" 3 1 3
"ID_70431" 1 1 3
"ID_70432" 1 2 0
"ID_70433" 2 2 1
"ID_70434" 0 0 0
"ID_70435" 2 6 5
"ID_70436" 0 0 0
"ID_70437" 11 0 1
"ID_70438" 1 2 0
"ID_70439" 0 0 1
"ID_70440" 4 3 2
"ID_70441" 2 8 3
"ID_70442" 2 4 3
"ID_70443" 3 7 2
"ID_70444" 1 0 2
"ID_70445" 3 2 3
"ID_70446" 1 0 2
"ID_70447" 2 2 2
"ID_70448" 0 2 0
"ID_70449" 0 0 0
"ID_70450" 1 1 3
"ID_70451" 3 0 1
"ID_70452" 1 0 0
"ID_70453" 1 2 1
"ID_70454" 2 4 3
"ID_70455" 4 1 0
"ID_70456" 1 0 0
"ID_70457" 1 0 3
"ID_70458" 2 3 3
"ID_70459" 0 1 0
"ID_70460" 3 3 5
"ID_70461" 1 2 1
"ID_70462" 4 1 2
"ID_70463" 0 0 0
"ID_70464" 2 0 1
"ID_70465" 4 9 6
"ID_70466" 5 4 1
"ID_70467" 2 3 4
"ID_70468" 1 0 1
"ID_70469" 1 0 2
"ID_70470" 1 0 0
"ID_70471" 1 1 1
"ID_70472" 1 0 3
"ID_70473" 1 2 1
"ID_70474" 2 2 1
"ID_70475" 0 0 1
"ID_70476" 1 1 2
"ID_70477" 0 0 0
"ID_70478" 0 0 6
"ID_70479" 0 0 0
"ID_70480" 3 10 5
"ID_70481" 2 3 5
"ID_70482" 5 2 3
"ID_70483" 0 0 0
"ID_70484" 3 1 1
"ID_70485" 0 4 1
"ID_70486" 0 0 0
"ID_70487" 1 0 0
"ID_70488" 1 2 3
"ID_70489" 1 2 2
"ID_70490" 3 0 3
"ID_70491" 4 1 5
"ID_70492" 2 0 1
"ID_70493" 1 4 2
"ID_70494" 1 1 1
"ID_70495" 1 0 1
"ID_70496" 2 4 2
"ID_70497" 0 3 0
"ID_70498" 3 1 1
"ID_70499" 6 5 3
"ID_70500" 3 4 3
"ID_70501" 1 3 1
"ID_70502" 3 4 3
"ID_70503" 3 0 2
"ID_70504" 3 4 6
"ID_70505" 1 4 1
"ID_70506" 1 2 1
"ID_70507" 5 2 2
"ID_70508" 5 3 4
"ID_70509" 2 2 1
"ID_70510" 2 3 0
"ID_70511" 3 2 3
"ID_70512" 4 4 5
"ID_70513" 0 1 1
"ID_70514" 0 1 0
"ID_70515" 2 2 1
"ID_70516" 3 0 2
"ID_70517" 1 0 1
"ID_70518" 3 5 6
"ID_70519" 2 1 3
"ID_70520" 7 8 5
"ID_70521" 1 0 6
"ID_70522" 2 4 3
"ID_70523" 0 0 1
"ID_70524" 2 1 1
"ID_70525" 1 1 2
"ID_70526" 0 0 0
"ID_70527" 1 2 1
"ID_70528" 3 1 0
"ID_70529" 2 0 0
"ID_70530" 1 0 0
"ID_70531" 2 1 2
"ID_70532" 0 0 1
"ID_70533" 5 6 7
"ID_70534" 7 3 8
"ID_70535" 5 5 4
"ID_70536" 4 4 1
"ID_70537" 1 2 4
"ID_70538" 5 3 4
"ID_70539" 1 2 3
"ID_70540" 1 1 0
"ID_70541" 1 0 1
"ID_70542" 0 0 0
"ID_70543" 1 1 0
"ID_70544" 0 1 0
"ID_70545" 3 6 2
"ID_70546" 1 0 2
"ID_70547" 1 4 1
"ID_70548" 1 1 1
"ID_70549" 2 0 1
"ID_70550" 1 0 4
"ID_70551" 0 4 1
"ID_70552" 1 0 1
"ID_70553" 0 0 0
"ID_70554" 0 0 1
"ID_70555" 2 7 4
"ID_70556" 0 0 1
"ID_70557" 3 2 2
"ID_70558" 1 0 0
"ID_70559" 1 0 1
"ID_70560" 0 1 2
"ID_70561" 1 2 0
"ID_70562" 5 8 6
"ID_70563" 1 0 2
"ID_70564" 2 1 0
"ID_70565" 11 3 4
"ID_70566" 3 6 0
"ID_70567" 1 3 4
"ID_70568" 1 2 5
"ID_70569" 1 0 2
"ID_70570" 1 1 1
"ID_70571" 1 2 1
"ID_70572" 0 3 0
"ID_70573" 6 0 1
"ID_70574" 3 0 0
"ID_70575" 0 3 0
"ID_70576" 2 4 1
"ID_70577" 2 2 2
"ID_70578" 1 0 1
"ID_70579" 1 0 3
"ID_70580" 1 0 0
"ID_70581" 3 3 1
"ID_70582" 2 5 3
"ID_70583" 3 2 2
"ID_70584" 6 2 2
"ID_70585" 0 4 2
"ID_70586" 3 1 0
"ID_70587" 0 2 1
"ID_70588" 3 1 1
"ID_70589" 2 2 1
"ID_70590" 1 7 2
"ID_70591" 0 2 5
"ID_70592" 3 1 3
"ID_70593" 0 2 1
"ID_70594" 2 0 0
"ID_70595" 0 0 3
"ID_70596" 2 1 3
"ID_70597" 5 6 5
"ID_70598" 2 5 6
"ID_70599" 3 0 0
"ID_70600" 4 5 2
"ID_70601" 1 0 0
"ID_70602" 3 0 3
"ID_70603" 1 2 2
"ID_70604" 0 2 2
"ID_70605" 1 5 1
"ID_70606" 0 1 1
"ID_70607" 8 1 6
"ID_70608" 1 1 0
"ID_70609" 1 1 1
"ID_70610" 3 3 2
"ID_70611" 4 4 1
"ID_70612" 4 2 1
"ID_70613" 1 3 3
"ID_70614" 0 0 2
"ID_70615" 2 0 3
"ID_70616" 1 2 1
"ID_70617" 0 1 1
"ID_70618" 3 0 2
"ID_70619" 2 3 6
"ID_70620" 0 0 2
"ID_70621" 1 0 2
"ID_70622" 1 0 2
"ID_70623" 2 1 2
"ID_70624" 1 0 0
"ID_70625" 2 0 1
"ID_70626" 4 3 2
"ID_70627" 5 1 3
"ID_70628" 2 1 0
"ID_70629" 2 0 1
"ID_70630" 2 1 0
"ID_70631" 1 1 1
"ID_70632" 0 0 0
"ID_70633" 5 3 1
"ID_70634" 2 0 1
"ID_70635" 1 3 0
"ID_70636" 3 1 1
"ID_70637" 2 5 6
"ID_70638" 1 0 2
"ID_70639" 1 7 4
"ID_70640" 0 0 2
"ID_70641" 0 3 5
"ID_70642" 4 2 3
"ID_70643" 1 1 0
"ID_70644" 2 2 3
"ID_70645" 1 1 2
"ID_70646" 3 3 2
"ID_70647" 1 3 4
"ID_70648" 0 2 1
"ID_70649" 4 1 0
"ID_70650" 5 1 3
"ID_70651" 3 1 1
"ID_70652" 1 1 3
"ID_70653" 3 5 3
"ID_70654" 2 0 2
"ID_70655" 1 3 0
"ID_70656" 2 1 1
"ID_70657" 0 0 0
"ID_70658" 0 0 2
"ID_70659" 0 1 0
"ID_70660" 3 0 5
"ID_70661" 2 5 0
"ID_70662" 1 3 2
"ID_70663" 1 0 0
"ID_70664" 3 0 1
"ID_70665" 2 3 0
"ID_70666" 2 1 2
"ID_70667" 4 1 1
"ID_70668" 0 3 3
"ID_70669" 1 0 0
"ID_70670" 1 0 1
"ID_70671" 2 3 6
"ID_70672" 2 1 1
"ID_70673" 2 1 0
"ID_70674" 4 1 7
"ID_70675" 1 5 1
"ID_70676" 6 12 4
"ID_70677" 4 4 2
"ID_70678" 0 0 0
"ID_70679" 0 3 2
"ID_70680" 1 1 0
"ID_70681" 4 3 3
"ID_70682" 5 3 0
"ID_70683" 4 3 2
"ID_70684" 7 8 5
"ID_70685" 10 2 5
"ID_70686" 8 5 2
"ID_70687" 8 4 3
"ID_70688" 4 0 2
"ID_70689" 1 1 0
"ID_70690" 3 2 3
"ID_70691" 4 1 2
"ID_70692" 7 7 3
"ID_70693" 6 2 2
"ID_70694" 4 7 5
"ID_70695" 3 2 1
"ID_70696" 6 3 6
"ID_70697" 2 2 2
"ID_70698" 8 2 6
"ID_70699" 4 1 7
"ID_70700" 2 1 1
"ID_70701" 1 0 0
"ID_70702" 1 1 1
"ID_70703" 2 0 3
"ID_70704" 0 1 0
"ID_70705" 0 2 5
"ID_70706" 1 0 2
"ID_70707" 2 5 0
"ID_70708" 1 3 2
"ID_70709" 5 3 4
"ID_70710" 4 0 1
"ID_70711" 1 1 0
"ID_70712" 6 3 6
"ID_70713" 2 2 1
"ID_70714" 3 4 7
"ID_70715" 2 2 0
"ID_70716" 2 2 0
"ID_70717" 1 1 3
"ID_70718" 0 0 1
"ID_70719" 1 4 2
"ID_70720" 1 1 1
"ID_70721" 0 0 2
"ID_70722" 1 0 0
"ID_70723" 5 0 0
"ID_70724" 5 0 1
"ID_70725" 2 1 1
"ID_70726" 1 2 0
"ID_70727" 1 0 1
"ID_70728" 3 1 1
"ID_70729" 4 0 1
"ID_70730" 2 0 0
"ID_70731" 1 3 4
"ID_70732" 2 2 2
"ID_70733" 2 3 1
"ID_70734" 1 2 0
"ID_70735" 2 0 1
"ID_70736" 2 1 3
"ID_70737" 4 2 0
"ID_70738" 2 4 1
"ID_70739" 1 1 2
"ID_70740" 2 1 4
"ID_70741" 4 0 1
"ID_70742" 2 5 1
"ID_70743" 0 0 0
"ID_70744" 0 2 4
"ID_70745" 2 1 0
"ID_70746" 0 0 0
"ID_70747" 4 1 5
"ID_70748" 7 2 1
"ID_70749" 0 1 0
"ID_70750" 5 4 2
"ID_70751" 0 0 0
"ID_70752" 0 0 0
"ID_70753" 2 1 1
"ID_70754" 2 3 1
"ID_70755" 1 1 0
"ID_70756" 2 2 0
"ID_70757" 3 1 0
"ID_70758" 0 1 0
"ID_70759" 2 0 0
"ID_70760" 3 1 0
"ID_70761" 5 7 1
"ID_70762" 0 0 3
"ID_70763" 2 0 0
"ID_70764" 0 2 4
"ID_70765" 1 2 0
"ID_70766" 3 4 1
"ID_70767" 4 3 2
"ID_70768" 1 1 2
"ID_70769" 5 3 3
"ID_70770" 3 3 1
"ID_70771" 3 0 1
"ID_70772" 4 2 4
"ID_70773" 1 1 1
"ID_70774" 5 4 3
"ID_70775" 4 1 1
"ID_70776" 1 1 0
"ID_70777" 1 0 3
"ID_70778" 5 2 0
"ID_70779" 1 1 1
"ID_70780" 2 0 0
"ID_70781" 2 3 3
"ID_70782" 6 7 4
"ID_70783" 5 8 10
"ID_70784" 5 2 1
"ID_70785" 2 0 2
"ID_70786" 3 5 3
"ID_70787" 1 2 1
"ID_70788" 1 1 4
"ID_70789" 1 4 2
"ID_70790" 2 4 2
"ID_70791" 2 3 7
"ID_70792" 4 7 6
"ID_70793" 1 2 1
"ID_70794" 0 0 0
"ID_70795" 1 0 1
"ID_70796" 1 6 0
"ID_70797" 2 1 0
"ID_70798" 1 2 3
"ID_70799" 0 0 1
"ID_70800" 0 0 0
"ID_70801" 1 1 1
"ID_70802" 3 2 3
"ID_70803" 2 5 2
"ID_70804" 2 3 0
"ID_70805" 4 2 4
"ID_70806" 0 1 0
"ID_70807" 3 0 3
"ID_70808" 0 0 0
"ID_70809" 5 1 3
"ID_70810" 3 0 4
"ID_70811" 4 1 0
"ID_70812" 2 3 0
"ID_70813" 1 1 2
"ID_70814" 2 0 0
"ID_70815" 0 0 1
"ID_70816" 0 3 2
"ID_70817" 6 10 2
"ID_70818" 0 1 1
"ID_70819" 2 3 1
"ID_70820" 1 2 0
"ID_70821" 2 1 3
"ID_70822" 2 3 0
"ID_70823" 4 1 1
"ID_70824" 1 0 1
"ID_70825" 7 6 4
"ID_70826" 2 3 1
"ID_70827" 3 2 1
"ID_70828" 3 3 2
"ID_70829" 2 2 0
"ID_70830" 1 0 2
"ID_70831" 0 1 2
"ID_70832" 1 0 2
"ID_70833" 2 2 4
"ID_70834" 4 2 5
"ID_70835" 3 3 3
"ID_70836" 5 1 0
"ID_70837" 2 9 4
"ID_70838" 0 0 1
"ID_70839" 2 2 3
"ID_70840" 0 2 2
"ID_70841" 2 1 2
"ID_70842" 1 0 2
"ID_70843" 0 0 1
"ID_70844" 3 2 9
"ID_70845" 1 6 6
"ID_70846" 2 0 0
"ID_70847" 2 6 4
"ID_70848" 4 4 3
"ID_70849" 5 0 1
"ID_70850" 5 2 4
"ID_70851" 1 3 0
"ID_70852" 6 3 1
"ID_70853" 1 1 2
"ID_70854" 0 2 1
"ID_70855" 0 1 0
"ID_70856" 0 0 1
"ID_70857" 2 1 0
"ID_70858" 3 0 0
"ID_70859" 2 0 0
"ID_70860" 0 0 0
"ID_70861" 4 5 3
"ID_70862" 3 3 8
"ID_70863" 2 2 1
"ID_70864" 1 3 2
"ID_70865" 5 11 4
"ID_70866" 2 10 7
"ID_70867" 7 5 7
"ID_70868" 8 12 10
"ID_70869" 5 2 4
"ID_70870" 2 4 4
"ID_70871" 3 4 3
"ID_70872" 4 1 3
"ID_70873" 0 1 2
"ID_70874" 5 3 1
"ID_70875" 2 1 3
"ID_70876" 1 4 3
"ID_70877" 0 2 0
"ID_70878" 0 0 1
"ID_70879" 0 3 1
"ID_70880" 2 0 0
"ID_70881" 0 0 0
"ID_70882" 2 0 6
"ID_70883" 1 0 3
"ID_70884" 0 1 2
"ID_70885" 3 1 2
"ID_70886" 5 4 7
"ID_70887" 5 3 3
"ID_70888" 1 0 0
"ID_70889" 3 3 0
"ID_70890" 7 4 2
"ID_70891" 4 1 2
"ID_70892" 3 5 1
"ID_70893" 0 0 0
"ID_70894" 2 0 1
"ID_70895" 0 0 0
"ID_70896" 0 0 0
"ID_70897" 2 0 1
"ID_70898" 0 0 1
"ID_70899" 0 0 2
"ID_70900" 0 2 0
"ID_70901" 3 5 1
"ID_70902" 0 0 2
"ID_70903" 1 1 1
"ID_70904" 0 1 1
"ID_70905" 2 1 3
"ID_70906" 0 3 3
"ID_70907" 0 0 2
"ID_70908" 1 3 2
"ID_70909" 1 0 2
"ID_70910" 4 1 7
"ID_70911" 3 3 4
"ID_70912" 2 2 0
"ID_70913" 2 6 1
"ID_70914" 0 4 2
"ID_70915" 2 5 4
"ID_70916" 1 2 2
"ID_70917" 1 3 2
"ID_70918" 1 0 1
"ID_70919" 2 1 0
"ID_70920" 3 1 1
"ID_70921" 4 3 4
"ID_70922" 8 3 2
"ID_70923" 4 5 5
"ID_70924" 3 1 1
"ID_70925" 0 0 0
"ID_70926" 2 0 0
"ID_70927" 1 2 0
"ID_70928" 0 0 0
"ID_70929" 4 2 6
"ID_70930" 3 3 6
"ID_70931" 4 4 7
"ID_70932" 4 1 2
"ID_70933" 2 1 1
"ID_70934" 0 0 0
"ID_70935" 0 1 0
"ID_70936" 2 0 0
"ID_70937" 8 6 5
"ID_70938" 1 1 1
"ID_70939" 4 2 5
"ID_70940" 3 5 3
"ID_70941" 1 0 0
"ID_70942" 2 4 3
"ID_70943" 2 0 0
"ID_70944" 0 0 0
"ID_70945" 1 1 2
"ID_70946" 0 4 3
"ID_70947" 0 1 0
"ID_70948" 2 3 2
"ID_70949" 0 0 3
"ID_70950" 0 1 1
"ID_70951" 3 0 3
"ID_70952" 1 5 2
"ID_70953" 3 1 2
"ID_70954" 3 5 3
"ID_70955" 3 5 2
"ID_70956" 5 3 2
"ID_70957" 8 1 3
"ID_70958" 1 0 1
"ID_70959" 0 0 0
"ID_70960" 0 0 0
"ID_70961" 10 3 6
"ID_70962" 3 4 3
"ID_70963" 2 3 4
"ID_70964" 6 6 5
"ID_70965" 0 0 2
"ID_70966" 1 3 2
"ID_70967" 3 2 3
"ID_70968" 12 3 7
"ID_70969" 3 0 5
"ID_70970" 3 1 0
"ID_70971" 3 3 3
"ID_70972" 5 3 1
"ID_70973" 3 3 2
"ID_70974" 1 1 4
"ID_70975" 1 1 0
"ID_70976" 3 2 2
"ID_70977" 1 2 7
"ID_70978" 3 2 1
"ID_70979" 1 4 6
"ID_70980" 5 5 1
"ID_70981" 1 3 3
"ID_70982" 4 0 2
"ID_70983" 0 0 0
"ID_70984" 1 1 1
"ID_70985" 4 6 1
"ID_70986" 5 8 5
"ID_70987" 2 3 2
"ID_70988" 4 5 9
"ID_70989" 2 6 3
"ID_70990" 0 0 1
"ID_70991" 1 1 0
"ID_70992" 1 1 0
"ID_70993" 4 4 1
"ID_70994" 0 0 1
"ID_70995" 2 0 2
"ID_70996" 2 2 0
"ID_70997" 3 0 2
"ID_70998" 2 0 3
"ID_70999" 2 0 1
"ID_71000" 1 0 3
"ID_71001" 1 1 2
"ID_71002" 1 1 0
"ID_71003" 1 1 0
"ID_71004" 2 1 0
"ID_71005" 2 2 4
"ID_71006" 1 3 4
"ID_71007" 5 0 1
"ID_71008" 1 6 1
"ID_71009" 1 1 1
"ID_71010" 2 3 0
"ID_71011" 2 1 2
"ID_71012" 2 5 0
"ID_71013" 1 2 1
"ID_71014" 1 0 0
"ID_71015" 3 0 1
"ID_71016" 1 3 0
"ID_71017" 4 6 0
"ID_71018" 2 5 3
"ID_71019" 2 1 4
"ID_71020" 4 0 0
"ID_71021" 0 2 2
"ID_71022" 1 3 2
"ID_71023" 3 1 1
"ID_71024" 1 0 0
"ID_71025" 1 2 1
"ID_71026" 2 3 7
"ID_71027" 0 3 1
"ID_71028" 1 0 1
"ID_71029" 2 0 0
"ID_71030" 0 5 1
"ID_71031" 1 1 1
"ID_71032" 2 1 0
"ID_71033" 0 0 0
"ID_71034" 1 0 1
"ID_71035" 1 0 1
"ID_71036" 4 4 3
"ID_71037" 2 4 7
"ID_71038" 5 1 0
"ID_71039" 0 1 0
"ID_71040" 0 2 1
"ID_71041" 5 0 1
"ID_71042" 10 6 6
"ID_71043" 3 0 0
"ID_71044" 0 0 0
"ID_71045" 0 0 0
"ID_71046" 2 4 3
"ID_71047" 5 2 2
"ID_71048" 5 2 3
"ID_71049" 1 0 1
"ID_71050" 1 2 2
"ID_71051" 0 6 2
"ID_71052" 4 2 3
"ID_71053" 6 2 4
"ID_71054" 4 4 0
"ID_71055" 2 0 0
"ID_71056" 0 1 0
"ID_71057" 1 4 3
"ID_71058" 1 3 2
"ID_71059" 2 1 1
"ID_71060" 2 1 1
"ID_71061" 0 1 2
"ID_71062" 1 2 3
"ID_71063" 0 0 0
"ID_71064" 1 0 3
"ID_71065" 4 1 4
"ID_71066" 9 6 10
"ID_71067" 3 3 3
"ID_71068" 10 2 9
"ID_71069" 2 3 3
"ID_71070" 1 0 0
"ID_71071" 0 1 0
"ID_71072" 0 0 1
"ID_71073" 6 5 2
"ID_71074" 2 2 0
"ID_71075" 3 1 2
"ID_71076" 1 1 2
"ID_71077" 2 2 2
"ID_71078" 0 3 0
"ID_71079" 1 0 3
"ID_71080" 3 1 2
"ID_71081" 1 2 2
"ID_71082" 4 6 6
"ID_71083" 1 1 0
"ID_71084" 3 5 3
"ID_71085" 5 8 2
"ID_71086" 2 1 2
"ID_71087" 2 3 2
"ID_71088" 3 1 1
"ID_71089" 3 3 1
"ID_71090" 0 0 0
"ID_71091" 0 0 0
"ID_71092" 7 1 2
"ID_71093" 2 3 3
"ID_71094" 3 2 6
"ID_71095" 0 2 2
"ID_71096" 1 1 2
"ID_71097" 2 2 2
"ID_71098" 6 4 1
"ID_71099" 1 0 1
"ID_71100" 0 2 1
"ID_71101" 1 0 0
"ID_71102" 5 0 1
"ID_71103" 0 0 2
"ID_71104" 2 3 4
"ID_71105" 2 0 2
"ID_71106" 2 2 2
"ID_71107" 1 0 2
"ID_71108" 2 0 4
"ID_71109" 1 1 1
"ID_71110" 0 0 2
"ID_71111" 0 1 0
"ID_71112" 3 0 4
"ID_71113" 3 4 3
"ID_71114" 6 2 0
"ID_71115" 1 1 2
"ID_71116" 1 3 1
"ID_71117" 3 2 5
"ID_71118" 2 0 0
"ID_71119" 3 0 3
"ID_71120" 8 1 9
"ID_71121" 4 3 1
"ID_71122" 6 5 6
"ID_71123" 2 0 0
"ID_71124" 2 0 0
"ID_71125" 5 8 4
"ID_71126" 1 2 3
"ID_71127" 2 1 2
"ID_71128" 1 1 3
"ID_71129" 5 1 1
"ID_71130" 1 1 2
"ID_71131" 5 9 13
"ID_71132" 4 1 2
"ID_71133" 1 0 0
"ID_71134" 2 1 1
"ID_71135" 2 1 4
"ID_71136" 1 0 0
"ID_71137" 1 2 5
"ID_71138" 0 0 1
"ID_71139" 1 0 2
"ID_71140" 0 2 0
"ID_71141" 2 3 5
"ID_71142" 2 3 1
"ID_71143" 3 2 1
"ID_71144" 5 4 7
"ID_71145" 1 1 3
"ID_71146" 1 1 0
"ID_71147" 1 1 0
"ID_71148" 1 2 1
"ID_71149" 2 0 1
"ID_71150" 4 2 0
"ID_71151" 0 0 0
"ID_71152" 0 0 0
"ID_71153" 3 0 1
"ID_71154" 2 2 1
"ID_71155" 1 1 3
"ID_71156" 4 0 3
"ID_71157" 5 10 3
"ID_71158" 6 5 2
"ID_71159" 3 6 4
"ID_71160" 6 5 6
"ID_71161" 4 0 4
"ID_71162" 1 1 3
"ID_71163" 1 4 1
"ID_71164" 1 3 0
"ID_71165" 9 5 10
"ID_71166" 4 2 5
"ID_71167" 2 2 2
"ID_71168" 7 1 2
"ID_71169" 2 1 2
"ID_71170" 4 0 2
"ID_71171" 2 0 0
"ID_71172" 0 0 0
"ID_71173" 2 0 1
"ID_71174" 3 2 0
"ID_71175" 0 0 0
"ID_71176" 3 2 4
"ID_71177" 2 3 1
"ID_71178" 9 3 6
"ID_71179" 0 0 0
"ID_71180" 0 0 0
"ID_71181" 0 0 0
"ID_71182" 1 0 0
